70 1 25 40

22	-1	-1	-1	30	30	15	15	15	15	15	-1	24	24	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	
22	-1	-1	-1	-1	30	15	15	15	15	15	-1	24	24	24	24	24	-1	19	19	19	19	-1	-1	-1	
22	22	30	30	30	30	15	15	15	15	15	20	20	20	20	21	21	21	21	21	21	19	19	19	-1	
30	30	30	30	30	38	38	38	15	15	15	20	20	20	20	-1	21	21	21	21	21	19	19	19	-1	
28	28	28	-1	-1	38	38	38	-1	15	15	20	20	20	20	18	21	21	21	21	21	19	19	19	19	
28	28	28	28	-1	38	38	38	38	38	38	20	20	18	18	18	-1	21	21	21	21	19	19	19	19	
28	28	28	28	-1	38	38	38	38	38	38	20	20	18	18	18	18	18	33	33	33	33	19	19	-1	
28	28	28	-1	37	37	38	38	23	23	23	20	20	18	18	18	18	18	33	-1	33	33	33	33	-1	
17	28	28	28	37	37	37	37	23	23	23	20	20	18	18	18	0	0	33	33	33	-1	33	33	-1	
17	28	28	28	37	37	37	37	23	23	23	23	23	18	18	18	0	0	0	0	0	33	33	33	-1	
17	-1	-1	-1	37	37	37	37	37	-1	23	23	23	23	0	0	0	0	0	0	0	33	33	33	-1	
17	-1	-1	-1	37	37	37	37	37	-1	-1	23	23	23	0	0	0	0	0	0	-1	-1	-1	-1	-1	
17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
17	-1	-1	-1	-1	-1	-1	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	-1	-1	-1	-1	
17	-1	-1	-1	-1	31	31	31	31	31	-1	-1	-1	-1	-1	-1	3	3	3	3	3	-1	-1	-1	-1	
17	-1	-1	-1	-1	31	31	31	31	31	-1	-1	-1	-1	-1	-1	3	3	3	3	3	-1	-1	-1	-1	
17	-1	-1	-1	-1	31	31	31	31	-1	-1	-1	12	12	-1	3	3	3	3	-1	3	-1	-1	-1	-1	
17	17	-1	-1	-1	-1	31	31	31	12	12	12	12	12	9	9	9	9	3	3	3	-1	-1	-1	-1	
16	-1	-1	-1	-1	-1	-1	31	31	12	12	12	12	12	9	9	9	9	39	39	-1	-1	-1	-1	-1	
16	-1	-1	-1	-1	-1	-1	2	2	12	12	12	12	12	9	9	9	9	39	39	-1	-1	-1	-1	-1	
16	-1	-1	-1	-1	-1	-1	2	2	2	2	12	12	12	9	9	9	9	39	39	39	39	-1	-1	-1	
16	16	-1	-1	-1	-1	2	2	2	2	2	6	6	6	9	9	9	9	39	39	39	39	-1	-1	-1	
16	16	-1	-1	-1	-1	2	2	2	2	2	6	6	6	13	13	13	13	39	39	39	-1	-1	-1	-1	
16	16	-1	-1	-1	-1	2	2	2	2	6	6	6	6	13	13	13	13	39	39	39	-1	-1	-1	-1	
16	16	-1	-1	-1	-1	-1	-1	-1	-1	6	6	6	6	13	13	13	13	39	-1	-1	-1	-1	-1	-1	
16	-1	-1	-1	-1	-1	-1	-1	-1	11	11	6	6	6	13	13	13	13	39	-1	-1	-1	-1	-1	-1	
16	-1	-1	-1	-1	-1	-1	-1	11	11	11	6	6	6	13	13	13	13	-1	-1	-1	-1	-1	-1	-1	
16	-1	-1	-1	-1	-1	-1	11	11	11	11	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
16	-1	-1	-1	-1	-1	-1	11	11	11	11	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
16	-1	-1	-1	-1	-1	11	11	11	11	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
16	-1	-1	-1	-1	-1	-1	-1	-1	36	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
16	-1	-1	-1	-1	-1	-1	-1	36	36	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
16	-1	-1	-1	10	-1	-1	-1	36	36	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
16	-1	-1	-1	10	10	10	10	-1	36	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
10	10	10	10	10	10	-1	10	36	36	36	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
10	10	10	10	10	10	10	10	36	36	36	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
34	34	34	-1	-1	-1	-1	-1	-1	36	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
34	34	34	34	34	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
34	34	34	34	34	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
34	34	34	-1	34	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
32 0 14	 32 0 15	 32 0 16	 32 0 17	 31 0 17	 31 0 18	 32 0 18	 32 0 19	 31 0 19	 31 0 20	 30 0 20	 30 0 19	 30 0 18	 30 0 17	 29 0 17	 29 0 16	 30 0 16	 31 0 16	 31 0 15	 
3 0 10	 3 0 9	 3 0 8	 3 0 7	 3 0 6	 3 0 5	 2 0 5	 2 0 6	 1 0 6	 1 0 7	 2 0 7	 2 0 8	 2 0 9	 1 0 9	 1 0 8	 0 0 8	 0 0 9	 0 0 10	 1 0 10	 
50 0 10	 51 0 10	 52 0 10	 52 0 9	 53 0 9	 53 0 8	 52 0 8	 52 0 7	 53 0 7	 53 0 6	 52 0 6	 51 0 6	 51 0 7	 51 0 8	 51 0 9	 50 0 9	 50 0 8	 49 0 8	 49 0 7	 
44 0 20	 43 0 20	 43 0 19	 44 0 19	 44 0 18	 44 0 17	 44 0 16	 45 0 16	 45 0 17	 45 0 18	 45 0 19	 45 0 20	 46 0 20	 47 0 20	 47 0 19	 47 0 18	 46 0 18	 46 0 17	 46 0 16	 
6 0 4	 7 0 4	 7 0 5	 8 0 5	 8 0 4	 9 0 4	 10 0 4	 10 0 5	 9 0 5	 9 0 6	 8 0 6	 7 0 6	 6 0 6	 6 0 5	 5 0 5	 5 0 4	 4 0 4	 4 0 5	 4 0 6	 
2 0 0	 1 0 0	 0 0 0	 0 0 1	 1 0 1	 1 0 2	 2 0 2	 2 0 1	 3 0 1	 3 0 0	 4 0 0	 5 0 0	 6 0 0	 7 0 0	 7 0 1	 7 0 2	 7 0 3	 8 0 3	 8 0 2	 
53 0 12	 52 0 12	 51 0 12	 51 0 13	 52 0 13	 53 0 13	 54 0 13	 55 0 13	 56 0 13	 56 0 12	 56 0 11	 55 0 11	 55 0 12	 54 0 12	 54 0 11	 54 0 10	 53 0 10	 53 0 11	 52 0 11	 
14 0 14	 14 0 13	 15 0 13	 15 0 12	 14 0 12	 14 0 11	 13 0 11	 12 0 11	 11 0 11	 10 0 11	 10 0 12	 11 0 12	 12 0 12	 13 0 12	 13 0 13	 12 0 13	 11 0 13	 11 0 14	 12 0 14	 
15 0 19	 15 0 20	 15 0 21	 14 0 21	 14 0 20	 13 0 20	 13 0 19	 13 0 18	 12 0 18	 11 0 18	 11 0 17	 11 0 16	 12 0 16	 12 0 17	 13 0 17	 14 0 17	 15 0 17	 15 0 18	 14 0 18	 
48 0 14	 47 0 14	 47 0 15	 48 0 15	 48 0 16	 49 0 16	 50 0 16	 50 0 15	 49 0 15	 49 0 14	 50 0 14	 51 0 14	 51 0 15	 51 0 16	 51 0 17	 50 0 17	 49 0 17	 48 0 17	 47 0 17	 
65 0 2	 65 0 1	 65 0 0	 64 0 0	 64 0 1	 64 0 2	 64 0 3	 65 0 3	 65 0 4	 65 0 5	 65 0 6	 65 0 7	 64 0 7	 63 0 7	 63 0 6	 63 0 5	 64 0 5	 64 0 4	 63 0 4	 
59 0 6	 59 0 7	 58 0 7	 57 0 7	 57 0 8	 56 0 8	 56 0 9	 57 0 9	 58 0 9	 58 0 8	 59 0 8	 59 0 9	 59 0 10	 58 0 10	 58 0 11	 57 0 11	 57 0 10	 56 0 10	 55 0 10	 
50 0 13	 49 0 13	 48 0 13	 48 0 12	 49 0 12	 50 0 12	 50 0 11	 49 0 11	 49 0 10	 49 0 9	 48 0 9	 47 0 9	 47 0 10	 48 0 10	 48 0 11	 47 0 11	 47 0 12	 46 0 12	 46 0 13	 
55 0 15	 55 0 14	 56 0 14	 56 0 15	 56 0 16	 56 0 17	 55 0 17	 54 0 17	 53 0 17	 52 0 17	 52 0 16	 52 0 15	 52 0 14	 53 0 14	 54 0 14	 54 0 15	 53 0 15	 53 0 16	 54 0 16	 
7 0 16	 6 0 16	 6 0 17	 6 0 18	 6 0 19	 7 0 19	 8 0 19	 9 0 19	 10 0 19	 10 0 18	 10 0 17	 9 0 17	 9 0 18	 8 0 18	 7 0 18	 7 0 17	 8 0 17	 8 0 16	 9 0 16	 
22 0 10	 21 0 10	 21 0 9	 21 0 8	 22 0 8	 22 0 9	 23 0 9	 23 0 10	 24 0 10	 25 0 10	 25 0 9	 24 0 9	 24 0 8	 23 0 8	 23 0 7	 23 0 6	 22 0 6	 22 0 7	 21 0 7	 
48 0 0	 49 0 0	 50 0 0	 51 0 0	 51 0 1	 52 0 1	 52 0 0	 53 0 0	 53 0 1	 54 0 1	 54 0 0	 55 0 0	 56 0 0	 57 0 0	 58 0 0	 59 0 0	 60 0 0	 61 0 0	 62 0 0	 
29 0 0	 30 0 0	 31 0 0	 32 0 0	 33 0 0	 34 0 0	 35 0 0	 36 0 0	 37 0 0	 38 0 0	 39 0 0	 40 0 0	 41 0 0	 42 0 0	 43 0 0	 44 0 0	 45 0 0	 46 0 0	 47 0 0	 
28 0 17	 27 0 17	 27 0 16	 28 0 16	 28 0 15	 29 0 15	 30 0 15	 30 0 14	 30 0 13	 29 0 13	 29 0 14	 28 0 14	 28 0 13	 27 0 13	 26 0 13	 26 0 14	 27 0 14	 27 0 15	 26 0 15	 
25 0 24	 26 0 24	 26 0 23	 27 0 23	 27 0 22	 26 0 22	 26 0 21	 25 0 21	 24 0 21	 24 0 22	 25 0 22	 25 0 23	 24 0 23	 23 0 23	 23 0 22	 23 0 21	 22 0 21	 22 0 20	 22 0 19	 
25 0 12	 25 0 13	 25 0 14	 24 0 14	 23 0 14	 23 0 13	 24 0 13	 24 0 12	 23 0 12	 23 0 11	 24 0 11	 25 0 11	 26 0 11	 27 0 11	 28 0 11	 29 0 11	 29 0 12	 28 0 12	 27 0 12	 
23 0 15	 23 0 16	 24 0 16	 25 0 16	 25 0 17	 26 0 17	 26 0 18	 25 0 18	 25 0 19	 26 0 19	 26 0 20	 25 0 20	 24 0 20	 23 0 20	 23 0 19	 24 0 19	 24 0 18	 24 0 17	 23 0 17	 
17 0 2	 16 0 2	 16 0 1	 15 0 1	 15 0 2	 14 0 2	 14 0 1	 14 0 0	 15 0 0	 16 0 0	 17 0 0	 17 0 1	 18 0 1	 18 0 0	 19 0 0	 20 0 0	 21 0 0	 22 0 0	 23 0 0	 
31 0 10	 31 0 11	 32 0 11	 32 0 12	 33 0 12	 33 0 13	 32 0 13	 31 0 13	 31 0 12	 30 0 12	 30 0 11	 30 0 10	 30 0 9	 30 0 8	 29 0 8	 28 0 8	 28 0 9	 29 0 9	 29 0 10	 
19 0 13	 19 0 12	 20 0 12	 21 0 12	 22 0 12	 22 0 13	 22 0 14	 22 0 15	 22 0 16	 21 0 16	 21 0 15	 20 0 15	 20 0 16	 19 0 16	 19 0 15	 19 0 14	 20 0 14	 20 0 13	 21 0 13	 
13 0 16	 14 0 16	 14 0 15	 13 0 15	 12 0 15	 11 0 15	 10 0 15	 9 0 15	 9 0 14	 9 0 13	 8 0 13	 7 0 13	 6 0 13	 6 0 14	 5 0 14	 5 0 15	 6 0 15	 7 0 15	 8 0 15	 
9 0 23	 9 0 24	 10 0 24	 10 0 23	 11 0 23	 11 0 22	 10 0 22	 9 0 22	 9 0 21	 9 0 20	 10 0 20	 10 0 21	 11 0 21	 11 0 20	 11 0 19	 12 0 19	 12 0 20	 12 0 21	 12 0 22	 
13 0 8	 13 0 9	 13 0 10	 14 0 10	 14 0 9	 14 0 8	 14 0 7	 13 0 7	 12 0 7	 11 0 7	 10 0 7	 10 0 6	 11 0 6	 11 0 5	 11 0 4	 12 0 4	 13 0 4	 13 0 5	 13 0 6	 
27 0 1	 26 0 1	 25 0 1	 25 0 0	 26 0 0	 27 0 0	 28 0 0	 28 0 1	 29 0 1	 30 0 1	 30 0 2	 30 0 3	 29 0 3	 29 0 2	 28 0 2	 27 0 2	 27 0 3	 26 0 3	 26 0 2	 
10 0 8	 11 0 8	 12 0 8	 12 0 9	 12 0 10	 11 0 10	 11 0 9	 10 0 9	 10 0 10	 9 0 10	 9 0 9	 9 0 8	 9 0 7	 8 0 7	 8 0 8	 7 0 8	 7 0 7	 6 0 7	 6 0 8	 
24 0 0	 24 0 1	 24 0 2	 23 0 2	 23 0 3	 24 0 3	 24 0 4	 23 0 4	 23 0 5	 22 0 5	 21 0 5	 21 0 4	 20 0 4	 20 0 5	 19 0 5	 19 0 4	 18 0 4	 18 0 3	 19 0 3	 
43 0 7	 44 0 7	 44 0 8	 44 0 9	 45 0 9	 45 0 8	 46 0 8	 47 0 8	 48 0 8	 48 0 7	 47 0 7	 47 0 6	 46 0 6	 46 0 5	 45 0 5	 44 0 5	 44 0 6	 45 0 6	 45 0 7	 
11 0 1	 11 0 2	 12 0 2	 13 0 2	 13 0 3	 12 0 3	 11 0 3	 10 0 3	 10 0 2	 10 0 1	 9 0 1	 8 0 1	 8 0 0	 9 0 0	 10 0 0	 11 0 0	 12 0 0	 13 0 0	 13 0 1	 
30 0 23	 31 0 23	 31 0 22	 31 0 21	 30 0 21	 30 0 22	 29 0 22	 29 0 23	 28 0 23	 28 0 22	 28 0 21	 27 0 21	 27 0 20	 27 0 19	 27 0 18	 28 0 18	 29 0 18	 29 0 19	 29 0 20	 
66 0 2	 67 0 2	 67 0 3	 67 0 4	 67 0 5	 68 0 5	 69 0 5	 69 0 4	 68 0 4	 68 0 3	 68 0 2	 69 0 2	 69 0 1	 68 0 1	 67 0 1	 66 0 1	 66 0 0	 67 0 0	 68 0 0	 
6 0 9	 5 0 9	 4 0 9	 4 0 10	 4 0 11	 5 0 11	 5 0 10	 6 0 10	 7 0 10	 7 0 9	 8 0 9	 8 0 10	 8 0 11	 9 0 11	 9 0 12	 8 0 12	 7 0 12	 7 0 11	 6 0 11	 
61 0 10	 60 0 10	 60 0 9	 61 0 9	 61 0 8	 62 0 8	 62 0 9	 62 0 10	 63 0 10	 64 0 10	 64 0 11	 65 0 11	 65 0 10	 66 0 10	 66 0 9	 65 0 9	 65 0 8	 64 0 8	 64 0 9	 
28 0 4	 28 0 5	 29 0 5	 30 0 5	 30 0 6	 29 0 6	 29 0 7	 30 0 7	 31 0 7	 31 0 8	 32 0 8	 32 0 7	 32 0 6	 31 0 6	 31 0 5	 32 0 5	 32 0 4	 31 0 4	 30 0 4	 
26 0 8	 26 0 9	 26 0 10	 27 0 10	 27 0 9	 27 0 8	 27 0 7	 28 0 7	 28 0 6	 27 0 6	 27 0 5	 26 0 5	 26 0 6	 26 0 7	 25 0 7	 25 0 6	 25 0 5	 24 0 5	 24 0 6	 
55 0 18	 54 0 18	 53 0 18	 52 0 18	 52 0 19	 53 0 19	 53 0 20	 52 0 20	 51 0 20	 51 0 21	 50 0 21	 50 0 20	 50 0 19	 49 0 19	 48 0 19	 48 0 18	 49 0 18	 50 0 18	 51 0 18	 

10000000 0.450000 50.000000
